Name,Player,Rk,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GS/G,G/MaxG,MP_sq,PTS_sq,Market_Val,Current_Sal
cjmccollum,CJ McCollum,362,SG,30,TOT,62,62,34.6,8.6,18.8,0.46,2.9,7.6,0.388,5.7,11.2,0.509,0.539,1.9,2.7,0.682,0.9,3.5,4.3,5.1,1.1,0.4,2.0,2.0,22.1,1.0,0.7560975609756098,1197.16,488.4100000000001,30.812556762489844,30.864198
cjmccollum,CJ McCollum,362,SG,30,POR,36,36,35.2,8.1,18.5,0.436,3.1,8.0,0.384,5.0,10.4,0.476,0.52,1.3,1.9,0.706,0.9,3.3,4.3,4.5,1.0,0.6,1.9,2.1,20.5,1.0,0.43902439024390244,1239.0400000000002,420.25,27.00971504948565,30.864198
cjmccollum,CJ McCollum,362,SG,30,NOP,26,26,33.8,9.5,19.2,0.493,2.7,6.9,0.394,6.7,12.3,0.549,0.564,2.6,3.9,0.667,0.7,3.7,4.5,5.8,1.3,0.0,2.2,1.7,24.3,1.0,0.3170731707317073,1142.4399999999998,590.49,32.99710838899417,30.864198
tjmcconnell,TJ McConnell,363,PG,29,IND,27,8,24.1,3.7,7.7,0.481,0.4,1.2,0.303,3.3,6.5,0.514,0.505,0.7,0.9,0.826,0.7,2.6,3.3,4.9,1.1,0.4,1.1,2.0,8.5,0.2962962962962963,0.32926829268292684,580.8100000000001,72.25,8.52869599091683,7.5
jadenmcdaniels,Jaden McDaniels,364,PF,21,MIN,70,31,25.8,3.6,7.9,0.46,1.1,3.6,0.317,2.5,4.3,0.579,0.532,0.8,1.0,0.803,1.1,3.1,4.2,1.1,0.7,0.8,1.1,3.2,9.2,0.44285714285714284,0.8536585365853658,665.64,84.63999999999999,6.642831650422099,2.06328
jalenmcdaniels,Jalen McDaniels,365,SF,24,CHO,55,2,16.3,2.2,4.6,0.484,0.7,2.0,0.38,1.5,2.7,0.562,0.565,1.0,1.3,0.736,0.7,2.4,3.1,1.1,0.5,0.4,0.7,1.7,6.2,0.03636363636363636,0.6707317073170732,265.69,38.440000000000005,2.6060217056739674,1.782621
dougmcdermott,Doug McDermott,366,PF,30,SAS,51,51,24.0,4.2,9.1,0.462,2.1,5.0,0.422,2.1,4.1,0.512,0.578,0.8,1.0,0.784,0.4,1.9,2.3,1.3,0.3,0.1,0.8,1.5,11.3,1.0,0.6219512195121951,576.0,127.69000000000001,8.367638543838009,13.75
javalemcgee,JaVale McGee,367,C,34,PHO,74,17,15.8,3.9,6.2,0.629,0.0,0.1,0.222,3.9,6.1,0.637,0.631,1.4,2.0,0.699,2.2,4.5,6.7,0.6,0.3,1.1,1.3,2.4,9.2,0.22972972972972974,0.9024390243902439,249.64000000000001,84.63999999999999,4.331410014031322,5.0
cameronmcgriff,Cameron McGriff,368,SF,24,POR,3,0,15.3,1.7,4.7,0.357,0.7,2.0,0.333,1.0,2.7,0.375,0.429,0.7,0.7,1.0,2.0,3.0,5.0,1.0,0.0,0.3,0.0,2.3,4.7,0.0,0.036585365853658534,234.09000000000003,22.090000000000003,2.460438340170559,
rodneymcgruder,Rodney McGruder,369,SG,30,DET,51,2,14.8,1.9,4.4,0.436,1.1,2.9,0.397,0.8,1.5,0.506,0.564,0.4,0.5,0.731,0.6,1.6,2.2,0.9,0.4,0.1,0.5,1.1,5.4,0.0392156862745098,0.6219512195121951,219.04000000000002,29.160000000000004,2.644810710092898,1.93935
alfonzomckinnie,Alfonzo McKinnie,370,SF,29,CHI,17,3,12.1,1.4,3.6,0.393,0.5,1.6,0.333,0.9,2.0,0.441,0.467,0.1,0.5,0.25,0.8,1.2,1.9,0.3,0.1,0.2,0.4,1.5,3.5,0.17647058823529413,0.2073170731707317,146.41,12.25,0.9086551183525851,
jaquorimclaughlin,JaQuori McLaughlin,371,PG,24,DAL,4,0,2.8,0.0,0.5,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.765,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.3,0.0,0.0,0.04878048780487805,7.839999999999999,0.0,5.750754514520703,
jordanmclaughlin,Jordan McLaughlin,372,PG,25,MIN,62,3,14.5,1.4,3.2,0.44,0.4,1.4,0.318,1.0,1.9,0.53,0.508,0.5,0.6,0.75,0.4,1.2,1.5,2.9,0.9,0.2,0.6,0.9,3.8,0.04838709677419355,0.7560975609756098,210.25,14.44,5.24719197830253,1.669178
benmclemore,Ben McLemore,373,SG,28,POR,64,6,20.1,3.4,8.4,0.401,2.4,6.5,0.362,1.0,1.9,0.533,0.541,1.1,1.4,0.818,0.2,1.4,1.6,0.9,0.6,0.2,0.9,1.6,10.2,0.09375,0.7804878048780488,404.01000000000005,104.03999999999999,4.794231276712688,2.389641
deanthonymelton,De'Anthony Melton,374,SG,23,MEM,73,15,22.7,3.8,9.5,0.404,1.9,5.1,0.374,1.9,4.4,0.44,0.504,1.2,1.6,0.75,0.9,3.6,4.5,2.7,1.4,0.5,1.5,1.8,10.8,0.2054794520547945,0.8902439024390244,515.29,116.64000000000001,7.809478562931311,8.4375
sammerrill,Sam Merrill,375,SG,25,MEM,6,0,9.7,1.3,4.0,0.333,1.2,3.8,0.304,0.2,0.2,1.0,0.479,0.3,0.7,0.5,0.2,1.0,1.2,0.7,0.0,0.0,0.3,0.5,4.2,0.0,0.07317073170731707,94.08999999999999,17.64,1.6760643085019078,1.517981
chimeziemetu,Chimezie Metu,376,C,24,SAC,60,20,21.3,3.4,7.5,0.452,1.0,3.1,0.306,2.4,4.4,0.555,0.516,1.2,1.5,0.78,0.6,5.0,5.6,1.0,0.9,0.5,1.0,1.6,8.9,0.3333333333333333,0.7317073170731707,453.69000000000005,79.21000000000001,5.093641593353821,1.762796
khrismiddleton,Khris Middleton,377,SF,30,MIL,66,66,32.4,6.8,15.5,0.443,2.5,6.6,0.373,4.4,8.9,0.494,0.522,3.9,4.4,0.89,0.6,4.8,5.4,5.4,1.2,0.3,2.9,2.4,20.1,1.0,0.8048780487804879,1049.76,404.01000000000005,23.36904852463464,35.5
cjmiles,CJ Miles,378,SG,34,BOS,1,0,2.0,0.0,0.0,0.441,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.012195121951219513,4.0,0.0,5.374127275434425,
pattymills,Patty Mills,379,SG,33,BRK,81,48,29.0,4.0,9.8,0.408,2.8,7.0,0.4,1.2,2.8,0.429,0.551,0.6,0.7,0.814,0.2,1.7,1.9,2.3,0.6,0.2,0.9,1.4,11.4,0.5925925925925926,0.9878048780487805,841.0,129.96,12.25467059523314,5.89
paulmillsap,Paul Millsap,380,C,36,TOT,33,1,11.4,1.4,3.5,0.391,0.2,1.1,0.229,1.1,2.4,0.463,0.426,0.5,0.7,0.708,1.2,2.2,3.5,0.9,0.3,0.4,0.6,2.0,3.5,0.030303030303030304,0.4024390243902439,129.96,12.25,2.4315683406841275,2.641691
paulmillsap,Paul Millsap,380,C,36,BRK,24,0,11.3,1.3,3.5,0.376,0.3,1.1,0.222,1.1,2.4,0.448,0.412,0.5,0.7,0.706,1.2,2.5,3.7,1.0,0.2,0.5,0.5,2.0,3.4,0.0,0.2926829268292683,127.69000000000001,11.559999999999999,2.5151672739489,2.641691
paulmillsap,Paul Millsap,380,C,36,PHI,9,1,11.8,1.4,3.3,0.433,0.2,0.9,0.25,1.2,2.4,0.5,0.467,0.6,0.8,0.714,1.3,1.4,2.8,0.6,0.6,0.2,0.9,2.1,3.7,0.1111111111111111,0.10975609756097561,139.24,13.690000000000001,-0.16338946278344402,2.641691
shakemilton,Shake Milton,381,SG,25,PHI,55,6,21.4,3.1,7.3,0.429,0.8,2.4,0.323,2.4,4.9,0.481,0.483,1.1,1.3,0.836,0.5,2.0,2.6,2.5,0.5,0.3,0.8,1.8,8.2,0.10909090909090909,0.6707317073170732,457.9599999999999,67.24,5.742029706062283,1.846738
davionmitchell,Davion Mitchell,382,PG,23,SAC,75,19,27.7,4.7,11.2,0.418,1.3,4.3,0.316,3.3,7.0,0.48,0.477,0.7,1.1,0.659,0.4,1.8,2.2,4.2,0.7,0.3,1.5,1.9,11.5,0.25333333333333335,0.9146341463414634,767.29,132.25,11.79443753676101,4.60332
donovanmitchell,Donovan Mitchell,383,SG,25,UTA,67,67,33.8,9.2,20.5,0.448,3.5,9.8,0.355,5.7,10.8,0.533,0.533,4.0,4.7,0.853,0.8,3.4,4.2,5.3,1.5,0.2,3.0,2.4,25.9,1.0,0.8170731707317073,1142.4399999999998,670.81,34.99849022716763,28.10355
evanmobley,Evan Mobley,384,PF,20,CLE,69,69,33.8,6.1,12.0,0.508,0.3,1.3,0.25,5.8,10.7,0.541,0.522,2.4,3.7,0.663,2.1,6.2,8.3,2.5,0.8,1.7,1.9,2.1,15.0,1.0,0.8414634146341463,1142.4399999999998,225.0,17.01812555185039,8.07516
malikmonk,Malik Monk,385,SG,23,LAL,76,37,28.1,5.1,10.9,0.473,2.3,5.8,0.391,2.9,5.1,0.568,0.578,1.2,1.5,0.795,0.5,2.9,3.4,2.9,0.8,0.4,1.6,1.8,13.8,0.4868421052631579,0.926829268292683,789.6100000000001,190.44000000000003,12.692046425576608,1.789256
gregmonroe,Greg Monroe,386,C,31,TOT,14,0,13.9,2.3,4.1,0.561,0.0,0.0,0.0,2.3,4.1,0.561,0.561,0.9,1.6,0.522,2.1,2.4,4.6,1.6,0.6,0.7,0.9,1.7,5.4,0.0,0.17073170731707318,193.21,29.160000000000004,2.6088372328153175,
gregmonroe,Greg Monroe,386,C,31,MIN,4,0,20.3,3.3,5.5,0.591,0.0,0.0,0.0,3.3,5.5,0.591,0.591,0.8,1.8,0.429,1.5,4.5,6.0,4.0,1.0,1.5,1.8,2.3,7.3,0.0,0.04878048780487805,412.09000000000003,53.29,4.249700346821255,
gregmonroe,Greg Monroe,386,C,31,WAS,2,0,9.0,2.0,4.0,0.5,0.0,0.0,0.0,2.0,4.0,0.5,0.5,0.0,0.0,0.765,3.5,1.5,5.0,0.5,0.5,0.5,1.0,1.0,4.0,0.0,0.024390243902439025,81.0,16.0,1.602085633556082,
gregmonroe,Greg Monroe,386,C,31,MIL,5,0,14.0,2.2,4.4,0.5,0.0,0.0,0.0,2.2,4.4,0.5,0.5,1.0,1.8,0.556,2.2,2.0,4.2,0.4,0.6,0.4,0.6,1.4,5.4,0.0,0.06097560975609756,196.0,29.160000000000004,1.1108096924319266,
gregmonroe,Greg Monroe,386,C,31,UTA,3,0,8.7,1.3,1.7,0.8,0.0,0.0,0.0,1.3,1.7,0.8,0.8,1.3,2.3,0.571,2.0,1.0,3.0,1.0,0.0,0.3,0.0,2.0,4.0,0.0,0.036585365853658534,75.68999999999998,16.0,3.930766469127512,
mosesmoody,Moses Moody,387,SG,19,GSW,52,11,11.7,1.5,3.5,0.437,0.8,2.1,0.364,0.8,1.4,0.548,0.546,0.5,0.7,0.778,0.3,1.2,1.5,0.4,0.1,0.2,0.3,0.8,4.4,0.21153846153846154,0.6341463414634146,136.89,19.360000000000003,2.8614968993076757,3.56208
xaviermoon,Xavier Moon,388,SG,27,LAC,10,0,13.7,2.5,5.1,0.49,0.5,1.4,0.357,2.0,3.7,0.541,0.539,0.3,0.5,0.6,0.2,1.2,1.4,2.4,0.7,0.3,0.6,0.9,5.8,0.0,0.12195121951219512,187.68999999999997,33.64,2.597711203857939,
mattmooney,Matt Mooney,389,SG,25,NYK,1,0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.765,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.012195121951219513,4.0,0.0,2.641349221000528,
jamorant,Ja Morant,390,PG,22,MEM,57,57,33.1,10.2,20.6,0.493,1.5,4.5,0.344,8.6,16.2,0.534,0.53,5.5,7.3,0.761,1.4,4.4,5.7,6.7,1.2,0.4,3.4,1.5,27.4,1.0,0.6951219512195121,1095.6100000000001,750.7599999999999,37.44627093666185,9.60336
juwanmorgan,Juwan Morgan,391,PF,24,TOT,2,0,15.5,1.0,1.5,0.667,0.5,1.0,0.5,0.5,0.5,1.0,0.833,0.0,0.0,0.765,1.0,1.0,2.0,0.5,0.0,0.0,0.0,1.5,2.5,0.0,0.024390243902439025,240.25,6.25,0.09960961424910231,
juwanmorgan,Juwan Morgan,391,PF,24,TOR,1,0,27.0,2.0,3.0,0.667,1.0,2.0,0.5,1.0,1.0,1.0,0.833,0.0,0.0,0.765,2.0,2.0,4.0,1.0,0.0,0.0,0.0,3.0,5.0,0.0,0.012195121951219513,729.0,25.0,3.577307406458037,
juwanmorgan,Juwan Morgan,391,PF,24,BOS,1,0,4.0,0.0,0.0,0.441,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012195121951219513,16.0,0.0,4.2467067017375815,
jaylenmorris,Jaylen Morris,392,SG,26,SAS,3,0,5.3,0.0,2.0,0.0,0.0,0.7,0.0,0.0,1.3,0.0,0.0,0.7,1.3,0.5,0.0,0.7,0.7,0.7,0.0,0.0,0.3,0.7,0.7,0.0,0.036585365853658534,28.09,0.48999999999999994,3.6221871717857903,1.489065
marcusmorris,Marcus Morris,393,PF,32,LAC,54,54,29.0,5.6,12.8,0.434,1.9,5.1,0.367,3.7,7.7,0.478,0.507,2.4,2.7,0.872,0.5,3.9,4.4,2.1,0.5,0.3,1.3,2.1,15.4,1.0,0.6585365853658537,841.0,237.16000000000003,14.231308440902897,15.627907
markieffmorris,Markieff Morris,394,PF,32,MIA,17,1,17.5,3.2,6.7,0.474,0.8,2.3,0.333,2.4,4.4,0.547,0.531,0.5,0.5,0.889,1.0,1.6,2.6,1.4,0.4,0.1,1.2,1.9,7.6,0.058823529411764705,0.2073170731707317,306.25,57.76,0.9055295353650408,2.641691
montemorris,Monte Morris,395,PG,26,DEN,75,74,29.9,5.0,10.3,0.484,1.7,4.2,0.395,3.3,6.1,0.545,0.564,1.0,1.1,0.869,0.4,2.7,3.0,4.4,0.7,0.2,1.0,1.2,12.6,0.9866666666666667,0.9146341463414634,894.0099999999999,158.76,16.732665858991737,8.333333
emmanuelmudiay,Emmanuel Mudiay,396,PG,25,SAC,2,0,5.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.5,2.0,0.75,0.0,0.0,0.0,2.0,0.5,0.0,0.5,0.5,1.5,0.0,0.024390243902439025,30.25,2.25,4.1058472203744145,
mychalmulder,Mychal Mulder,397,PG,27,TOT,17,3,14.1,1.4,4.5,0.312,1.0,3.2,0.315,0.4,1.4,0.304,0.422,0.2,0.2,1.0,0.1,1.3,1.4,0.3,0.2,0.1,0.5,0.8,4.1,0.17647058823529413,0.2073170731707317,198.81,16.81,0.4352335115082546,
mychalmulder,Mychal Mulder,397,PG,27,ORL,15,2,13.0,1.3,4.5,0.299,0.9,3.1,0.283,0.5,1.4,0.333,0.396,0.1,0.1,1.0,0.1,1.3,1.4,0.2,0.3,0.1,0.5,0.8,3.7,0.13333333333333333,0.18292682926829268,169.0,13.690000000000001,0.3670257263642833,
mychalmulder,Mychal Mulder,397,PG,27,MIA,2,1,22.0,2.0,5.0,0.4,2.0,4.0,0.5,0.0,1.0,0.0,0.6,1.0,1.0,1.0,0.0,1.5,1.5,1.0,0.0,0.5,0.0,0.5,7.0,0.5,0.024390243902439025,484.0,49.0,3.0378169270261948,
ademurkey,Ade Murkey,398,SG,24,SAC,1,0,1.0,0.0,0.0,0.441,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012195121951219513,1.0,0.0,5.977066958712368,
treymurphyiii,Trey Murphy III,399,SF,21,NOP,62,1,13.9,1.8,4.5,0.394,1.1,3.0,0.382,0.6,1.5,0.418,0.522,0.7,0.8,0.882,0.8,1.6,2.4,0.6,0.4,0.1,0.3,1.0,5.4,0.016129032258064516,0.7560975609756098,193.21,29.160000000000004,3.282888640167328,3.05376
dejountemurray,Dejounte Murray,400,PG,25,SAS,68,68,34.8,8.4,18.3,0.462,1.4,4.3,0.327,7.0,13.9,0.504,0.5,2.9,3.6,0.794,1.2,7.1,8.3,9.2,2.0,0.3,2.6,2.0,21.1,1.0,0.8292682926829268,1211.0399999999997,445.21000000000004,34.081543396717095,15.428571
mikemuscala,Mike Muscala,401,C,30,OKC,43,0,13.8,2.6,5.8,0.456,1.6,3.8,0.429,1.0,2.0,0.506,0.597,1.1,1.3,0.842,0.5,2.5,3.0,0.5,0.4,0.6,0.3,1.3,8.0,0.0,0.524390243902439,190.44000000000003,64.0,3.3088781858966496,3.5
svimykhailiuk,Svi Mykhailiuk,402,SF,24,TOR,56,5,12.8,1.6,4.2,0.389,0.7,2.4,0.306,0.9,1.8,0.5,0.476,0.6,0.7,0.865,0.4,1.3,1.6,0.8,0.5,0.1,0.6,1.0,4.6,0.08928571428571429,0.6829268292682927,163.84000000000003,21.159999999999997,2.572451361342657,1.729217
abdelnader,Abdel Nader,403,SF,28,PHO,14,0,10.4,0.9,2.5,0.343,0.3,1.0,0.286,0.6,1.5,0.381,0.4,0.4,0.7,0.6,0.3,1.6,1.9,0.5,0.6,0.3,0.8,1.4,2.4,0.0,0.17073170731707318,108.16000000000001,5.76,-0.06848941704194189,2.0
larrynancejr,Larry Nance Jr,404,C-PF,29,TOT,46,11,22.6,2.8,5.4,0.522,0.5,1.5,0.329,2.3,3.8,0.599,0.569,0.9,1.2,0.702,1.6,3.8,5.4,1.8,0.9,0.4,0.8,1.8,7.0,0.2391304347826087,0.5609756097560976,510.76000000000005,49.0,5.009145225602202,10.690909
larrynancejr,Larry Nance Jr,404,C,29,POR,37,11,23.2,2.8,5.4,0.515,0.5,1.7,0.306,2.2,3.7,0.61,0.563,0.9,1.3,0.653,1.6,4.1,5.6,2.0,1.0,0.4,0.7,1.8,6.9,0.2972972972972973,0.45121951219512196,538.24,47.61000000000001,5.506564071872569,10.690909
larrynancejr,Larry Nance Jr,404,PF,29,NOP,9,0,20.2,3.0,5.4,0.551,0.4,0.9,0.5,2.6,4.6,0.561,0.592,0.9,0.9,1.0,1.6,2.8,4.3,0.9,0.6,0.8,1.1,1.9,7.3,0.0,0.10975609756097561,408.03999999999996,53.29,-0.5366207776508167,10.690909
rjnembhardjr,RJ Nembhard Jr,405,SG,22,CLE,14,0,4.5,0.4,1.3,0.333,0.0,0.1,0.0,0.4,1.1,0.375,0.333,0.2,0.3,0.75,0.2,0.3,0.5,0.9,0.1,0.0,0.2,0.1,1.1,0.0,0.17073170731707318,20.25,1.2100000000000002,5.206800552824452,
aaronnesmith,Aaron Nesmith,406,SF,22,BOS,52,3,11.0,1.4,3.5,0.396,0.6,2.2,0.27,0.8,1.3,0.612,0.481,0.4,0.5,0.808,0.3,1.4,1.7,0.4,0.4,0.1,0.6,1.3,3.8,0.057692307692307696,0.6341463414634146,121.0,14.44,2.2356030099404434,3.6312
raulneto,Raul Neto,407,PG,29,WAS,70,19,19.6,2.9,6.3,0.463,0.5,1.7,0.292,2.4,4.6,0.526,0.502,1.2,1.5,0.769,0.2,1.7,1.9,3.1,0.8,0.0,1.1,1.5,7.5,0.2714285714285714,0.8536585365853658,384.1600000000001,56.25,5.972727982081498,2.089448
maliknewman,Malik Newman,408,PG,24,CLE,1,0,8.0,3.0,5.0,0.6,0.0,1.0,0.0,3.0,4.0,0.75,0.6,2.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,8.0,0.0,0.012195121951219513,64.0,64.0,1.7981128787854965,
georgesniang,Georges Niang,409,PF,28,PHI,76,7,22.8,3.2,7.4,0.437,2.1,5.1,0.403,1.2,2.3,0.511,0.575,0.7,0.8,0.881,0.3,2.3,2.7,1.3,0.4,0.2,0.8,2.5,9.2,0.09210526315789473,0.926829268292683,519.84,84.63999999999999,6.16384581917216,3.3
daishennix,Daishen Nix,410,SG,19,HOU,24,0,10.9,1.1,2.8,0.403,0.3,1.1,0.269,0.8,1.7,0.488,0.455,0.7,1.3,0.533,0.3,1.1,1.4,1.7,0.6,0.0,1.1,0.9,3.2,0.0,0.2926829268292683,118.81,10.240000000000002,0.9591196653585534,
zekennaji,Zeke Nnaji,411,PF,21,DEN,41,1,17.0,2.3,4.5,0.516,0.9,2.0,0.463,1.4,2.6,0.557,0.616,1.0,1.6,0.631,1.4,2.2,3.6,0.4,0.4,0.3,0.6,1.9,6.6,0.024390243902439025,0.5,289.0,43.559999999999995,1.2248052856114633,2.49876
nerlensnoel,Nerlens Noel,412,C,27,NYK,25,11,22.5,1.3,2.4,0.533,0.0,0.1,0.0,1.3,2.3,0.561,0.533,0.8,1.2,0.7,1.9,3.7,5.6,0.9,1.2,1.2,0.8,2.7,3.4,0.44,0.3048780487804878,506.25,11.559999999999999,3.4150023695820044,8.8
jaylennowell,Jaylen Nowell,413,SG,22,MIN,62,1,15.7,3.2,6.7,0.475,1.0,2.6,0.394,2.1,4.1,0.526,0.551,1.2,1.5,0.783,0.4,1.6,2.0,2.1,0.4,0.2,0.6,1.2,8.5,0.016129032258064516,0.7560975609756098,246.48999999999998,72.25,5.331254628132966,1.782621
frankntilikina,Frank Ntilikina,414,SG,23,DAL,58,5,11.8,1.5,3.8,0.399,0.7,1.9,0.342,0.9,1.9,0.455,0.484,0.4,0.4,0.96,0.2,1.2,1.4,1.2,0.5,0.1,0.5,1.1,4.1,0.08620689655172414,0.7073170731707317,139.24,16.81,3.496434516783202,1.789256
jusufnurkic,Jusuf Nurkic,415,C,27,POR,56,56,28.2,5.7,10.7,0.535,0.3,1.0,0.268,5.5,9.7,0.563,0.548,3.3,4.8,0.69,3.0,8.1,11.1,2.8,1.1,0.6,2.6,3.4,15.0,1.0,0.6829268292682927,795.24,225.0,12.355880244117074,12.0
davidnwaba,David Nwaba,416,SF,29,HOU,46,4,13.2,1.8,3.8,0.483,0.3,1.1,0.306,1.5,2.8,0.551,0.526,1.0,1.5,0.716,0.9,2.4,3.3,0.8,0.6,0.4,0.5,1.2,5.1,0.08695652173913043,0.5609756097560976,174.23999999999998,26.009999999999998,2.6110529303679355,4.65
jordannwora,Jordan Nwora,417,SF,23,MIL,62,13,19.1,3.0,7.5,0.403,1.3,3.7,0.348,1.7,3.8,0.455,0.488,0.6,0.7,0.837,0.6,3.0,3.6,1.0,0.4,0.3,0.9,1.3,7.9,0.20967741935483872,0.7560975609756098,364.81000000000006,62.410000000000004,4.04968424846129,1.517981
royceoneale,Royce O'Neale,418,SF,28,UTA,77,77,31.2,2.6,5.8,0.457,1.5,4.0,0.389,1.1,1.8,0.609,0.591,0.6,0.7,0.804,0.8,3.9,4.8,2.5,1.1,0.4,1.0,2.4,7.4,1.0,0.9390243902439024,973.4399999999999,54.760000000000005,11.739904145369504,8.678571
semiojeleye,Semi Ojeleye,419,PF,27,TOT,30,0,13.5,1.0,3.3,0.303,0.5,1.7,0.3,0.5,1.6,0.306,0.379,0.8,1.0,0.793,0.9,1.6,2.5,0.3,0.2,0.2,0.3,1.0,3.3,0.0,0.36585365853658536,182.25,10.889999999999999,1.1187367780342372,1.789256
semiojeleye,Semi Ojeleye,419,PF,27,MIL,20,0,15.4,0.9,3.5,0.257,0.6,2.1,0.268,0.4,1.5,0.241,0.336,0.5,0.7,0.769,1.3,1.7,2.9,0.3,0.3,0.3,0.3,1.3,2.9,0.0,0.24390243902439024,237.16000000000003,8.41,0.8473111230790087,1.789256
semiojeleye,Semi Ojeleye,419,PF,27,LAC,10,0,9.8,1.2,2.9,0.414,0.4,0.9,0.444,0.8,2.0,0.4,0.483,1.3,1.6,0.813,0.2,1.4,1.6,0.4,0.2,0.1,0.4,0.4,4.1,0.0,0.12195121951219512,96.04000000000002,16.81,-0.12790011120180989,1.789256
chumaokeke,Chuma Okeke,420,PF,23,ORL,70,20,25.0,3.1,8.2,0.376,1.7,5.3,0.318,1.4,2.9,0.48,0.478,0.8,0.9,0.846,0.7,4.3,5.0,1.7,1.4,0.6,0.8,1.4,8.6,0.2857142857142857,0.8536585365853658,625.0,73.96,7.853121929942143,3.27708
joshokogie,Josh Okogie,421,SG,23,MIN,49,6,10.5,0.9,2.1,0.404,0.3,1.0,0.298,0.6,1.2,0.491,0.471,0.7,1.0,0.686,0.6,0.8,1.4,0.5,0.5,0.2,0.5,1.1,2.7,0.12244897959183673,0.5975609756097561,110.25,7.290000000000001,2.204257428017357,4.087904
onyekaokongwu,Onyeka Okongwu,422,C,21,ATL,48,6,20.7,3.3,4.7,0.69,0.0,0.0,0.0,3.3,4.7,0.69,0.69,1.7,2.3,0.727,2.4,3.5,5.9,1.1,0.6,1.3,0.9,3.1,8.2,0.125,0.5853658536585366,428.48999999999995,67.24,4.798191421801025,6.10428
isaacokoro,Isaac Okoro,423,SF,21,CLE,67,61,29.6,3.1,6.4,0.48,0.8,2.3,0.35,2.3,4.1,0.555,0.544,1.8,2.3,0.768,1.1,1.9,3.0,1.8,0.8,0.3,0.9,2.4,8.8,0.9104477611940298,0.8170731707317073,876.1600000000001,77.44000000000001,9.10047115882528,6.72072
kzokpala,KZ Okpala,424,PF,22,MIA,21,0,11.6,1.4,3.3,0.435,0.4,1.2,0.346,1.0,2.0,0.488,0.5,0.4,0.5,0.727,0.5,1.4,2.0,0.7,0.2,0.3,0.2,1.2,3.7,0.0,0.25609756097560976,134.56,13.690000000000001,1.7830316897739769,1.782621
victoroladipo,Victor Oladipo,425,SG,29,MIA,8,1,21.6,4.4,9.1,0.479,1.9,4.5,0.417,2.5,4.6,0.541,0.582,1.8,2.4,0.737,0.4,2.5,2.9,3.5,0.6,0.1,2.0,1.6,12.4,0.125,0.0975609756097561,466.56000000000006,153.76000000000002,4.717739019604724,2.389641
cameronoliver,Cameron Oliver,426,SF,25,ATL,2,0,21.5,5.0,7.5,0.667,0.5,1.5,0.333,4.5,6.0,0.75,0.7,1.0,1.5,0.667,1.0,2.0,3.0,1.5,0.5,0.5,0.0,2.5,11.5,0.0,0.024390243902439025,462.25,132.25,6.226247189217272,
kellyolynyk,Kelly Olynyk,427,C,30,DET,40,1,19.1,3.2,7.2,0.448,1.0,3.0,0.336,2.2,4.2,0.527,0.517,1.7,2.2,0.775,1.4,3.1,4.4,2.8,0.8,0.5,1.5,2.5,9.1,0.025,0.4878048780487805,364.81000000000006,82.80999999999999,3.9731972986447803,12.195122
eugeneomoruyi,Eugene Omoruyi,428,SF,24,DAL,4,0,4.5,0.5,1.3,0.4,0.3,0.5,0.5,0.3,0.8,0.333,0.5,0.5,1.0,0.5,0.5,1.3,1.8,0.5,0.0,0.0,0.0,0.5,1.8,0.0,0.04878048780487805,20.25,3.24,2.9788755551100974,
miyeoni,Miye Oni,429,SG,24,UTA,16,0,2.8,0.1,0.6,0.222,0.1,0.5,0.125,0.1,0.1,1.0,0.278,0.0,0.1,0.0,0.1,0.4,0.4,0.3,0.0,0.0,0.1,0.4,0.3,0.0,0.1951219512195122,7.839999999999999,0.09,5.325985183481347,1.782621
cediosman,Cedi Osman,430,SF,26,CLE,66,3,22.2,3.7,8.7,0.432,1.9,5.4,0.357,1.8,3.2,0.559,0.544,1.3,2.0,0.664,0.4,1.8,2.2,2.0,0.8,0.2,1.0,1.9,10.7,0.045454545454545456,0.8048780487804879,492.84,114.48999999999998,6.695078805971095,8.05
