Name,Player,Rk,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GS/G,G/MaxG,MP_sq,PTS_sq,Market_Val,Current_Sal
carsenedwards,Carsen Edwards,157,SG,23,DET,4,0,19.8,2.3,7.5,0.3,1.0,4.0,0.25,1.3,3.5,0.357,0.367,0.3,0.3,1.0,0.5,1.0,1.5,3.5,0.5,0.0,1.3,1.0,5.8,0.0,0.04878048780487805,392.04,33.64,2.4671908913216587,
kessleredwards,Kessler Edwards,158,SF,21,BRK,48,23,20.6,2.3,5.6,0.412,1.0,2.8,0.353,1.3,2.7,0.473,0.502,0.3,0.4,0.842,0.9,2.7,3.6,0.6,0.6,0.5,0.9,1.8,5.9,0.4791666666666667,0.5853658536585366,424.36000000000007,34.81,2.6540151340163542,
robedwards,Rob Edwards,159,SG,25,OKC,2,0,5.5,0.5,2.0,0.25,0.5,2.0,0.25,0.0,0.0,,0.375,0.0,0.0,0.765,0.0,1.5,1.5,0.0,0.0,0.0,0.5,0.0,1.5,0.0,0.024390243902439025,30.25,2.25,1.6002521169251587,
cjelleby,CJ Elleby,160,SF,21,POR,58,28,20.2,2.1,5.3,0.393,0.6,2.2,0.294,1.4,3.1,0.462,0.453,1.0,1.4,0.714,1.1,2.8,3.9,1.5,0.6,0.3,1.0,2.0,5.8,0.4827586206896552,0.7073170731707317,408.03999999999996,33.64,3.89289332216663,1.517981
wayneellington,Wayne Ellington,161,SG,34,LAL,43,9,18.8,2.3,5.5,0.414,1.9,4.9,0.389,0.4,0.6,0.615,0.586,0.2,0.3,0.818,0.2,1.6,1.8,0.7,0.5,0.1,0.4,1.0,6.7,0.20930232558139536,0.524390243902439,353.44000000000005,44.89,3.2535701739427942,2.641691
joelembiid,Joel Embiid,162,C,27,PHI,68,68,33.8,9.8,19.6,0.499,1.4,3.7,0.371,8.4,15.9,0.529,0.534,9.6,11.8,0.814,2.1,9.6,11.7,4.2,1.1,1.5,3.1,2.7,30.6,1.0,0.8292682926829268,1142.4399999999998,936.3600000000001,43.137259922588875,31.57939
jamesennisiii,James Ennis III,163,SF,31,TOT,7,0,8.0,1.6,3.4,0.458,0.4,1.1,0.375,1.1,2.3,0.5,0.521,0.6,0.7,0.8,0.7,1.0,1.7,0.4,0.3,0.3,0.3,0.7,4.1,0.0,0.08536585365853659,64.0,16.81,1.270828057686776,
jamesennisiii,James Ennis III,163,SF,31,BRK,2,0,7.0,1.0,3.5,0.286,0.5,1.0,0.5,0.5,2.5,0.2,0.357,0.0,0.0,0.765,1.0,1.5,2.5,0.0,0.5,0.5,0.0,0.0,2.5,0.0,0.024390243902439025,49.0,6.25,1.5786646012658574,
jamesennisiii,James Ennis III,163,SF,31,LAC,2,0,14.0,3.5,5.5,0.636,1.0,2.0,0.5,2.5,3.5,0.714,0.727,2.0,2.0,1.0,1.0,1.5,2.5,0.0,0.5,0.5,0.5,2.0,10.0,0.0,0.024390243902439025,196.0,100.0,0.30101984717633723,
jamesennisiii,James Ennis III,163,SF,31,DEN,3,0,4.7,0.7,2.0,0.333,0.0,0.7,0.0,0.7,1.3,0.5,0.333,0.0,0.3,0.0,0.3,0.3,0.7,1.0,0.0,0.0,0.3,0.3,1.3,0.0,0.036585365853658534,22.090000000000003,1.6900000000000002,4.6307275995664385,
dreweubanks,Drew Eubanks,164,C,24,TOT,71,31,17.5,3.1,5.2,0.596,0.1,0.3,0.217,3.0,4.9,0.621,0.602,1.4,1.8,0.762,1.8,3.5,5.4,1.2,0.4,0.6,1.1,1.7,7.7,0.43661971830985913,0.8658536585365854,306.25,59.290000000000006,4.735019511908504,1.762796
dreweubanks,Drew Eubanks,164,C,24,SAS,49,9,12.1,1.7,3.2,0.528,0.0,0.2,0.125,1.7,3.1,0.55,0.531,1.2,1.6,0.747,1.3,2.7,4.0,1.0,0.3,0.6,0.9,1.2,4.7,0.1836734693877551,0.5975609756097561,146.41,22.090000000000003,2.9744125196340834,1.762796
dreweubanks,Drew Eubanks,164,C,24,POR,22,22,29.5,6.2,9.6,0.646,0.2,0.7,0.267,6.0,9.0,0.675,0.656,1.8,2.3,0.784,3.0,5.5,8.5,1.6,0.8,0.5,1.6,2.8,14.5,1.0,0.2682926829268293,870.25,210.25,11.736943116845271,1.762796
tackofall,Tacko Fall,165,C,26,CLE,11,1,5.4,0.5,1.1,0.417,0.0,0.0,0.0,0.5,1.1,0.417,0.417,0.2,0.6,0.286,0.6,1.5,2.1,0.2,0.0,0.5,0.3,0.3,1.1,0.09090909090909091,0.13414634146341464,29.160000000000004,1.2100000000000002,4.021940041507194,
derrickfavors,Derrick Favors,166,C,30,OKC,39,18,16.7,2.4,4.7,0.516,0.1,0.4,0.125,2.4,4.3,0.554,0.522,0.4,0.6,0.64,1.5,3.2,4.7,0.6,0.4,0.3,0.2,1.6,5.3,0.46153846153846156,0.47560975609756095,278.89,28.09,4.653442021366157,9.7209
brunofernando,Bruno Fernando,167,C,23,TOT,30,0,5.1,1.2,1.8,0.655,0.0,0.1,0.5,1.2,1.8,0.66,0.664,0.5,0.8,0.625,0.6,1.2,1.8,0.2,0.0,0.4,0.5,0.8,2.9,0.0,0.36585365853658536,26.009999999999998,8.41,1.9837823718660914,1.782621
brunofernando,Bruno Fernando,167,C,23,BOS,20,0,2.9,0.4,0.7,0.5,0.1,0.1,1.0,0.3,0.7,0.462,0.536,0.2,0.3,0.8,0.4,0.4,0.8,0.2,0.0,0.2,0.3,0.3,1.0,0.0,0.24390243902439024,8.41,1.0,1.1068157315924214,1.782621
brunofernando,Bruno Fernando,167,C,23,HOU,10,0,9.4,2.9,4.1,0.707,0.0,0.1,0.0,2.9,4.0,0.725,0.707,1.1,1.9,0.579,1.1,2.9,4.0,0.3,0.1,0.8,0.9,1.8,6.9,0.0,0.12195121951219512,88.36000000000001,47.61000000000001,1.8252641118342359,1.782621
dorianfinneysmith,Dorian Finney-Smith,168,PF,28,DAL,80,80,33.1,4.1,8.7,0.471,2.2,5.4,0.395,1.9,3.2,0.599,0.595,0.7,1.0,0.675,1.5,3.2,4.7,1.9,1.1,0.5,1.0,2.3,11.0,1.0,0.975609756097561,1095.6100000000001,121.0,14.556967225588082,4.0
malikfitts,Malik Fitts,169,PF,24,TOT,15,0,4.2,0.5,1.3,0.421,0.3,0.7,0.5,0.2,0.6,0.333,0.553,0.0,0.0,0.765,0.1,1.0,1.1,0.3,0.0,0.0,0.1,0.3,1.4,0.0,0.18292682926829268,17.64,1.9599999999999997,3.1367670123792197,
malikfitts,Malik Fitts,169,PF,24,UTA,7,0,5.0,0.3,1.3,0.222,0.3,0.6,0.5,0.0,0.7,0.0,0.333,0.0,0.0,0.765,0.0,1.4,1.4,0.0,0.0,0.0,0.3,0.4,0.9,0.0,0.08536585365853659,25.0,0.81,1.541260520742946,
malikfitts,Malik Fitts,169,PF,24,BOS,8,0,3.5,0.8,1.3,0.6,0.4,0.8,0.5,0.4,0.5,0.75,0.75,0.0,0.0,0.765,0.3,0.6,0.9,0.6,0.0,0.0,0.0,0.1,1.9,0.0,0.0975609756097561,12.25,3.61,3.83635151701645,
malachiflynn,Malachi Flynn,170,PG,23,TOR,44,5,12.2,1.6,4.2,0.393,0.7,2.0,0.333,1.0,2.1,0.452,0.475,0.3,0.5,0.625,0.2,1.2,1.4,1.6,0.5,0.1,0.3,1.0,4.3,0.11363636363636363,0.5365853658536586,148.83999999999997,18.49,4.068970576733541,2.04804
brynforbes,Bryn Forbes,171,SG,28,TOT,75,2,17.1,3.1,7.2,0.429,1.6,3.9,0.414,1.5,3.3,0.447,0.542,1.1,1.2,0.908,0.1,1.1,1.2,1.0,0.3,0.1,0.7,1.3,8.8,0.02666666666666667,0.9146341463414634,292.41,77.44000000000001,4.1636894353743665,4.5
brynforbes,Bryn Forbes,171,SG,28,SAS,40,1,16.9,3.2,7.4,0.432,1.6,3.8,0.417,1.6,3.6,0.448,0.539,1.1,1.2,0.898,0.1,1.5,1.6,1.0,0.4,0.1,0.8,1.1,9.1,0.025,0.4878048780487805,285.60999999999996,82.80999999999999,2.592513665296592,4.5
brynforbes,Bryn Forbes,171,SG,28,DEN,35,1,17.4,2.9,6.9,0.424,1.7,4.1,0.41,1.3,2.8,0.444,0.545,1.0,1.1,0.921,0.2,0.7,0.9,1.0,0.2,0.1,0.7,1.5,8.6,0.02857142857142857,0.4268292682926829,302.75999999999993,73.96,2.23538131412685,4.5
aleemford,Aleem Ford,172,SF,24,ORL,5,0,14.8,1.2,4.0,0.3,0.4,3.0,0.133,0.8,1.0,0.8,0.35,0.0,0.0,0.765,0.4,2.6,3.0,0.4,0.2,0.0,0.8,1.4,2.8,0.0,0.06097560975609756,219.04000000000002,7.839999999999999,-0.24617372612730914,
trentforrest,Trent Forrest,173,PG,23,UTA,60,6,12.8,1.3,2.6,0.49,0.1,0.5,0.185,1.2,2.1,0.555,0.506,0.6,0.8,0.792,0.4,1.3,1.7,1.8,0.5,0.1,0.8,0.7,3.3,0.1,0.7317073170731707,163.84000000000003,10.889999999999999,3.7673237233470007,
evanfournier,Evan Fournier,174,SG,29,NYK,80,80,29.5,5.0,12.1,0.417,3.0,7.7,0.389,2.0,4.3,0.465,0.541,1.0,1.4,0.708,0.4,2.2,2.6,2.1,1.0,0.3,1.3,2.3,14.1,1.0,0.975609756097561,870.25,198.81,14.59681255989522,18.139535
deaaronfox,De'Aaron Fox,175,PG,24,SAC,59,59,35.3,8.7,18.5,0.473,1.3,4.2,0.297,7.5,14.3,0.524,0.506,4.4,5.9,0.75,0.4,3.5,3.9,5.6,1.2,0.4,2.8,2.9,23.2,1.0,0.7195121951219512,1246.0899999999997,538.24,30.18303803939516,28.10355
melvinfrazier,Melvin Frazier,176,SG,25,OKC,3,0,40.0,4.3,16.0,0.271,0.3,7.0,0.048,4.0,9.0,0.444,0.281,1.7,2.3,0.714,1.7,2.7,4.3,0.3,0.3,0.0,1.0,2.7,10.7,0.0,0.036585365853658534,1600.0,114.48999999999998,11.771259101904906,
timfrazier,Tim Frazier,177,PG,31,TOT,12,3,17.3,1.2,3.8,0.311,0.5,1.4,0.353,0.7,2.3,0.286,0.378,0.4,0.8,0.556,0.4,1.2,1.6,2.8,0.3,0.1,1.3,2.3,3.3,0.25,0.14634146341463414,299.29,10.889999999999999,1.061214167829557,
timfrazier,Tim Frazier,177,PG,31,ORL,10,3,20.0,1.3,4.3,0.302,0.6,1.7,0.353,0.7,2.6,0.269,0.372,0.5,0.9,0.556,0.5,1.4,1.9,3.3,0.3,0.1,1.3,2.4,3.7,0.3,0.12195121951219512,400.0,13.690000000000001,2.0290493627303787,
timfrazier,Tim Frazier,177,PG,31,CLE,2,0,4.0,0.5,1.0,0.5,0.0,0.0,0.0,0.5,1.0,0.5,0.5,0.0,0.0,0.765,0.0,0.0,0.0,0.5,0.0,0.0,1.0,1.5,1.0,0.0,0.024390243902439025,16.0,1.0,2.136440780614631,
enesfreedom,Enes Freedom,178,C,29,BOS,35,1,11.7,1.5,2.8,0.526,0.1,0.1,0.4,1.4,2.6,0.533,0.536,0.7,0.8,0.857,1.7,2.8,4.6,0.2,0.1,0.4,0.6,1.2,3.7,0.02857142857142857,0.4268292682926829,136.89,13.690000000000001,0.9601505188636708,2.641691
markellefultz,Markelle Fultz,179,PG,23,ORL,18,3,20.0,4.6,9.7,0.474,0.2,0.9,0.235,4.4,8.8,0.5,0.486,1.4,1.7,0.806,0.2,2.5,2.7,5.5,1.1,0.3,2.2,1.2,10.8,0.16666666666666666,0.21951219512195122,400.0,116.64000000000001,6.257108018203389,16.5
wenyengabriel,Wenyen Gabriel,180,PF,24,TOT,26,5,13.8,2.1,4.2,0.491,0.3,1.1,0.286,1.8,3.2,0.561,0.527,1.0,1.6,0.595,1.5,2.2,3.7,0.5,0.2,0.4,0.6,2.6,5.4,0.19230769230769232,0.3170731707317073,190.44000000000003,29.160000000000004,1.3894694763046207,
wenyengabriel,Wenyen Gabriel,180,PF,24,BRK,1,0,1.0,0.0,0.0,0.441,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.765,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012195121951219513,1.0,0.0,6.277697419516859,
wenyengabriel,Wenyen Gabriel,180,PF,24,LAC,6,0,7.7,0.8,2.2,0.385,0.3,0.8,0.4,0.5,1.3,0.375,0.462,0.3,0.7,0.5,0.8,1.5,2.3,0.3,0.2,0.3,0.5,1.8,2.3,0.0,0.07317073170731707,59.290000000000006,5.289999999999999,0.6716744014536298,
wenyengabriel,Wenyen Gabriel,180,PF,24,LAL,19,5,16.4,2.6,5.1,0.505,0.3,1.2,0.261,2.3,3.9,0.581,0.536,1.2,2.0,0.605,1.8,2.5,4.3,0.6,0.2,0.5,0.7,3.0,6.7,0.2631578947368421,0.23170731707317074,268.96,44.89,1.4831251419868092,
danielgafford,Daniel Gafford,181,C,23,WAS,72,53,20.1,4.0,5.7,0.693,0.0,0.0,0.0,4.0,5.7,0.695,0.693,1.5,2.1,0.699,2.2,3.5,5.7,0.9,0.4,1.4,0.9,2.4,9.4,0.7361111111111112,0.8780487804878049,404.01000000000005,88.36000000000001,7.490762128410205,1.782621
danilogallinari,Danilo Gallinari,182,PF,33,ATL,66,18,25.3,3.9,9.0,0.434,1.7,4.5,0.381,2.2,4.6,0.485,0.528,2.1,2.4,0.904,0.5,4.1,4.7,1.5,0.4,0.2,0.6,1.4,11.7,0.2727272727272727,0.8048780487804879,640.09,136.89,9.275244901488762,20.475
langstongalloway,Langston Galloway,183,SG,30,TOT,7,0,15.3,0.9,3.7,0.231,0.3,2.3,0.125,0.6,1.4,0.4,0.269,0.0,0.0,0.765,0.4,2.1,2.6,1.7,0.1,0.0,0.9,1.0,2.0,0.0,0.08536585365853659,234.09000000000003,4.0,1.2615363585223198,
langstongalloway,Langston Galloway,183,SG,30,BRK,4,0,14.5,1.3,3.3,0.385,0.5,2.0,0.25,0.8,1.3,0.6,0.462,0.0,0.0,0.765,0.3,1.8,2.0,1.3,0.0,0.0,1.3,1.3,3.0,0.0,0.04878048780487805,210.25,9.0,-1.0525929250971027,
langstongalloway,Langston Galloway,183,SG,30,MIL,3,0,16.3,0.3,4.3,0.077,0.0,2.7,0.0,0.3,1.7,0.2,0.077,0.0,0.0,0.765,0.7,2.7,3.3,2.3,0.3,0.0,0.3,0.7,0.7,0.0,0.036585365853658534,265.69,0.48999999999999994,4.228053827909143,
dariusgarland,Darius Garland,184,PG,22,CLE,68,68,35.7,8.0,17.3,0.462,2.6,6.7,0.383,5.4,10.6,0.512,0.536,3.2,3.5,0.892,0.6,2.7,3.3,8.6,1.3,0.1,3.6,1.7,21.7,1.0,0.8292682926829268,1274.4900000000002,470.89,30.720388555203193,7.04088
marcusgarrett,Marcus Garrett,185,SG,23,MIA,12,0,10.7,0.4,1.8,0.238,0.1,0.3,0.25,0.3,1.4,0.235,0.262,0.2,0.4,0.4,0.8,1.2,1.9,0.6,0.4,0.3,0.2,1.3,1.1,0.0,0.14634146341463414,114.48999999999998,1.2100000000000002,1.7644688743160941,
usmangaruba,Usman Garuba,186,PF,19,HOU,24,2,10.0,0.8,1.8,0.432,0.2,0.8,0.25,0.6,1.0,0.583,0.489,0.2,0.3,0.714,0.9,2.6,3.5,0.7,0.4,0.5,0.3,1.2,2.0,0.08333333333333333,0.2926829268292683,100.0,4.0,2.990589324788711,2.35332
lukagarza,Luka Garza,187,C,23,DET,32,5,12.2,2.1,4.6,0.449,0.5,1.5,0.327,1.6,3.1,0.51,0.503,1.2,1.9,0.623,1.8,1.3,3.1,0.6,0.3,0.2,0.6,1.7,5.8,0.15625,0.3902439024390244,148.83999999999997,33.64,1.7581762432537609,0.925258
rudygay,Rudy Gay,188,PF,35,UTA,55,1,18.9,2.9,6.9,0.414,1.3,3.7,0.345,1.6,3.2,0.494,0.507,1.1,1.4,0.785,1.0,3.4,4.4,1.0,0.5,0.3,0.9,1.7,8.1,0.01818181818181818,0.6707317073170732,357.2099999999999,65.61,3.4718207720122543,5.89
paulgeorge,Paul George,189,PF,31,LAC,31,31,34.7,8.6,20.5,0.421,2.9,8.3,0.354,5.7,12.2,0.467,0.493,4.1,4.8,0.858,0.4,6.5,6.9,5.7,2.2,0.4,4.1,2.4,24.3,1.0,0.3780487804878049,1204.0900000000001,590.49,28.695097109267927,39.34497
tajgibson,Taj Gibson,190,C,36,NYK,52,4,18.2,1.7,3.2,0.518,0.3,0.7,0.395,1.4,2.5,0.555,0.563,0.8,1.0,0.808,1.7,2.7,4.4,0.6,0.4,0.8,0.5,2.6,4.4,0.07692307692307693,0.6341463414634146,331.23999999999995,19.360000000000003,2.1503161763872063,4.91
joshgiddey,Josh Giddey,191,SF,19,OKC,54,54,31.5,5.2,12.4,0.419,1.0,3.9,0.263,4.2,8.5,0.492,0.461,1.0,1.5,0.709,1.8,6.0,7.8,6.4,0.9,0.4,3.2,1.6,12.5,1.0,0.6585365853658537,992.25,156.25,15.12684372459729,5.988
shaigilgeousalexander,Shai Gilgeous-Alexander,192,PG,23,OKC,56,56,34.7,8.5,18.8,0.453,1.6,5.3,0.3,6.9,13.5,0.514,0.496,5.9,7.2,0.81,0.7,4.3,5.0,5.9,1.3,0.8,2.8,2.5,24.5,1.0,0.6829268292682927,1204.0900000000001,600.25,32.340891968400534,5.495532
anthonygill,Anthony Gill,193,PF,29,WAS,44,0,10.5,1.4,2.5,0.569,0.3,0.6,0.538,1.1,1.9,0.578,0.633,1.0,1.2,0.808,0.8,1.2,1.9,0.6,0.1,0.3,0.4,1.3,4.1,0.0,0.5365853658536586,110.25,16.81,1.3339457649728406,1.517981
freddiegillespie,Freddie Gillespie,194,PF,24,ORL,9,2,13.2,1.0,2.4,0.409,0.0,0.1,0.0,1.0,2.3,0.429,0.409,0.3,0.8,0.429,1.4,2.6,4.0,0.6,0.3,1.0,0.6,2.0,2.3,0.2222222222222222,0.10975609756097561,174.23999999999998,5.289999999999999,1.946450784958465,
rudygobert,Rudy Gobert,195,C,29,UTA,66,66,32.1,5.5,7.7,0.713,0.0,0.1,0.0,5.5,7.6,0.718,0.713,4.6,6.7,0.69,3.7,11.0,14.7,1.1,0.7,2.1,1.8,2.7,15.6,1.0,0.8048780487804879,1030.41,243.35999999999999,16.601124775771037,35.344828
brandongoodwin,Brandon Goodwin,196,PG,26,CLE,36,5,13.9,1.8,4.3,0.416,0.5,1.5,0.345,1.3,2.8,0.455,0.477,0.7,1.1,0.632,0.4,1.5,1.9,2.5,0.7,0.0,1.0,1.1,4.8,0.1388888888888889,0.43902439024390244,193.21,23.04,2.7894432881303564,
jordangoodwin,Jordan Goodwin,197,SG,23,WAS,2,0,3.0,0.0,1.5,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.765,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.024390243902439025,9.0,0.0,4.979582262825932,
aarongordon,Aaron Gordon,198,PF,26,DEN,75,75,31.7,5.8,11.1,0.52,1.2,3.5,0.335,4.6,7.7,0.605,0.573,2.3,3.1,0.743,1.7,4.2,5.9,2.5,0.6,0.6,1.8,2.0,15.0,1.0,0.9146341463414634,1004.89,225.0,15.636074803384709,16.409091
ericgordon,Eric Gordon,199,SG,33,HOU,57,46,29.3,4.7,9.9,0.475,2.2,5.3,0.412,2.5,4.6,0.548,0.585,1.8,2.4,0.778,0.3,1.7,2.0,2.7,0.5,0.3,1.9,1.1,13.4,0.8070175438596491,0.6951219512195121,858.49,179.56,10.609438659560446,18.218818
devontegraham,Devonte' Graham,200,PG,26,NOP,76,63,28.4,3.9,10.7,0.363,2.5,7.4,0.341,1.4,3.3,0.413,0.481,1.6,1.8,0.843,0.5,1.8,2.3,4.2,0.9,0.2,1.4,1.3,11.9,0.8289473684210527,0.926829268292683,806.56,141.61,13.766505097496886,11.0
jeramigrant,Jerami Grant,201,PF,27,DET,47,47,31.9,6.3,14.9,0.426,1.9,5.4,0.358,4.4,9.5,0.465,0.491,4.6,5.5,0.838,0.6,3.5,4.1,2.4,0.9,1.0,1.8,2.3,19.2,1.0,0.573170731707317,1017.6099999999999,368.64,18.564373678440216,20.0
hassanigravett,Hassani Gravett,202,PG,25,ORL,8,3,21.4,2.3,4.8,0.474,1.4,3.3,0.423,0.9,1.5,0.583,0.618,0.4,0.5,0.75,0.1,2.5,2.6,2.5,0.6,0.1,1.1,1.6,6.3,0.375,0.0975609756097561,457.9599999999999,39.69,2.573238313412613,
dannygreen,Danny Green,203,SF,34,PHI,62,28,21.8,2.0,5.2,0.394,1.7,4.4,0.38,0.4,0.8,0.469,0.555,0.2,0.2,0.786,0.5,2.0,2.5,1.0,1.0,0.6,0.7,1.7,5.9,0.45161290322580644,0.7560975609756098,475.24,34.81,4.402878294392561,10.0
draymondgreen,Draymond Green,204,PF,31,GSW,46,44,28.9,2.9,5.6,0.525,0.3,1.2,0.296,2.6,4.4,0.586,0.556,1.3,2.0,0.659,1.0,6.3,7.3,7.0,1.3,1.1,3.0,3.0,7.5,0.9565217391304348,0.5609756097560976,835.2099999999999,56.25,10.542767067454466,24.026712
jalengreen,Jalen Green,205,SG,19,HOU,67,67,31.9,6.1,14.2,0.426,2.3,6.8,0.343,3.7,7.4,0.502,0.508,2.8,3.5,0.797,0.5,2.9,3.4,2.6,0.7,0.3,2.0,1.5,17.3,1.0,0.8170731707317073,1017.6099999999999,299.29,17.28993612725476,8.9922
jamychalgreen,JaMychal Green,206,PF,31,DEN,67,8,16.2,2.4,4.9,0.486,0.5,1.9,0.266,1.9,3.0,0.621,0.537,1.2,1.4,0.871,1.2,3.0,4.2,0.9,0.6,0.4,0.9,2.4,6.4,0.11940298507462686,0.8170731707317073,262.44,40.96000000000001,3.1953287304088205,8.292683
javontegreen,Javonte Green,207,SF,28,CHI,65,45,23.4,2.7,5.0,0.542,0.6,1.6,0.356,2.2,3.4,0.625,0.597,1.2,1.5,0.833,1.4,2.8,4.2,0.9,1.0,0.5,0.5,2.0,7.2,0.6923076923076923,0.7926829268292683,547.56,51.84,5.949744573504558,1.669178
jeffgreen,Jeff Green,208,PF,35,DEN,75,63,24.7,3.7,7.1,0.524,0.7,2.2,0.315,3.0,4.8,0.62,0.574,2.2,2.6,0.833,0.5,2.5,3.1,1.3,0.4,0.4,0.9,2.0,10.3,0.84,0.9146341463414634,610.0899999999999,106.09000000000002,7.753742983003693,4.5
joshgreen,Josh Green,209,SG,21,DAL,67,3,15.5,1.9,3.8,0.508,0.4,1.2,0.359,1.5,2.7,0.573,0.563,0.5,0.7,0.689,0.8,1.6,2.4,1.2,0.7,0.2,0.7,1.7,4.8,0.04477611940298507,0.8170731707317073,240.25,23.04,2.9531083396384066,2.95752
blakegriffin,Blake Griffin,210,C,32,BRK,56,24,17.1,2.4,5.6,0.425,0.7,2.6,0.262,1.7,3.0,0.565,0.486,1.0,1.4,0.724,1.1,3.0,4.1,1.9,0.5,0.3,0.6,1.7,6.4,0.42857142857142855,0.6829268292682927,292.41,40.96000000000001,5.673146564214034,32.405817
quentingrimes,Quentin Grimes,211,SG,21,NYK,46,6,17.1,2.1,5.1,0.404,1.6,4.1,0.381,0.5,1.0,0.5,0.557,0.3,0.4,0.684,0.5,1.5,2.0,1.0,0.7,0.2,0.6,1.6,6.0,0.13043478260869565,0.5609756097560976,292.41,36.0,2.744864212040002,2.16876
kyleguy,Kyle Guy,212,SG,24,MIA,19,0,9.8,1.4,3.4,0.4,0.7,2.1,0.35,0.6,1.3,0.48,0.508,0.4,0.6,0.667,0.2,0.7,0.9,0.9,0.4,0.1,0.7,0.6,3.9,0.0,0.23170731707317074,96.04000000000002,15.209999999999999,0.878568301356383,
ruihachimura,Rui Hachimura,213,PF,23,WAS,42,13,22.5,4.5,9.1,0.491,1.3,2.9,0.447,3.1,6.1,0.512,0.563,1.1,1.6,0.697,0.6,3.2,3.8,1.1,0.5,0.2,0.8,1.3,11.3,0.30952380952380953,0.5121951219512195,506.25,127.69000000000001,5.906900261133937,4.91616
tyresehaliburton,Tyrese Haliburton,214,SG-PG,21,TOT,77,77,35.0,5.6,11.8,0.473,2.1,5.1,0.414,3.5,6.8,0.517,0.562,2.1,2.5,0.842,0.8,3.2,4.0,8.2,1.7,0.6,2.6,1.6,15.3,1.0,0.9390243902439024,1225.0,234.09000000000003,23.62067369425387,4.0236
tyresehaliburton,Tyrese Haliburton,214,SG,21,SAC,51,51,34.5,5.3,11.5,0.457,2.0,4.9,0.413,3.2,6.5,0.491,0.546,1.7,2.0,0.837,0.8,3.1,3.9,7.4,1.7,0.7,2.3,1.4,14.3,1.0,0.6219512195121951,1190.25,204.49,20.749772766999598,4.0236
tyresehaliburton,Tyrese Haliburton,214,PG,21,IND,26,26,36.1,6.2,12.4,0.502,2.2,5.3,0.416,4.0,7.2,0.565,0.59,2.8,3.3,0.849,0.8,3.5,4.3,9.6,1.8,0.6,3.2,1.9,17.5,1.0,0.3170731707317073,1303.21,306.25,25.088376803041758,4.0236
tylerhall,Tyler Hall,215,SG,24,NYK,1,0,2.0,0.0,0.0,0.441,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012195121951219513,4.0,0.0,5.361749498497373,
rjhampton,RJ Hampton,216,SG,20,ORL,64,14,21.9,2.7,7.1,0.383,1.0,2.9,0.35,1.7,4.3,0.405,0.453,1.2,1.8,0.641,0.4,2.7,3.0,2.5,0.7,0.2,1.4,1.6,7.6,0.21875,0.7804878048780488,479.60999999999996,57.76,4.521212998011718,2.30304
timhardawayjr,Tim Hardaway Jr,217,SG,29,DAL,42,20,29.6,5.0,12.6,0.394,2.4,7.2,0.336,2.5,5.4,0.473,0.491,1.9,2.5,0.757,0.3,3.4,3.7,2.2,0.9,0.1,0.8,1.8,14.2,0.47619047619047616,0.5121951219512195,876.1600000000001,201.64,13.395792233592775,21.306816
jamesharden,James Harden,218,PG,32,TOT,65,65,37.2,6.3,15.3,0.41,2.3,6.9,0.33,4.0,8.4,0.476,0.485,7.2,8.2,0.877,0.8,6.8,7.7,10.3,1.3,0.6,4.4,2.4,22.0,1.0,0.7926829268292683,1383.8400000000001,484.0,31.91880690723738,43.848
jamesharden,James Harden,218,PG,32,BRK,44,44,37.0,6.6,16.0,0.414,2.3,7.0,0.332,4.3,9.1,0.476,0.486,6.9,8.0,0.869,1.0,7.0,8.0,10.2,1.3,0.7,4.8,2.4,22.5,1.0,0.5365853658536586,1369.0,506.25,30.73805649634525,43.848
jamesharden,James Harden,218,PG,32,PHI,21,21,37.7,5.5,13.6,0.402,2.2,6.7,0.326,3.3,6.9,0.476,0.483,7.9,8.9,0.892,0.6,6.5,7.1,10.5,1.2,0.2,3.4,2.3,21.0,1.0,0.25609756097560976,1421.2900000000002,441.0,30.973938295207127,43.848
mauriceharkless,Maurice Harkless,219,SF,28,SAC,47,24,18.4,1.8,3.9,0.459,0.7,2.1,0.307,1.1,1.7,0.65,0.544,0.4,0.6,0.714,0.3,2.1,2.4,0.5,0.6,0.5,0.7,1.6,4.6,0.5106382978723404,0.573170731707317,338.55999999999995,21.159999999999997,2.213478795898518,4.3476
jaredharper,Jared Harper,220,PG,24,NOP,5,0,8.6,2.8,5.2,0.538,1.0,2.4,0.417,1.8,2.8,0.643,0.635,0.8,0.8,1.0,0.4,0.0,0.4,2.8,0.8,0.2,0.4,1.0,7.4,0.0,0.06097560975609756,73.96,54.760000000000005,4.753768665162928,
